"group1","group2","weight"
"Nashville UX","Nashville Product Meetup",48
"Nashville UX","Serial Tanks Meetup",2
"Nashville UX","Nashville Young Professionals Meetup",1
"Nashville UX","Stepping Out Social Dance Meetup",1
"Nashville UX","Tennessee Americans United for Separation of Church & State",1
"Nashville UX","Bellevue Business Networking Meetup",2
"Nashville UX","Nashville Network After Work - Business Networking Events",1
"Nashville UX","Nashville Music-Technology Group",2
"Nashville UX","Nashville Docker Meetup",2
"Nashville UX","Nashville Mobile .NET Developers",4
"Nashville UX","Nashville Bloggers",1
"Nashville UX","Nashville API Developers",6
"Nashville UX","PyNash",20
"Nashville UX","Nashville Java Users' Group",8
"Nashville UX","What the Pho!",2
"Nashville UX","Code for Nashville",31
"Nashville UX","Nashville Faith & Skepticism Meetup",2
"Nashville UX","Nashville Entrepreneurs Network",1
"Nashville UX","Her Heart Project",1
"Nashville UX","All Things Angular",10
"Nashville UX","Ethereum Nashville",1
"Nashville UX","Agile Nashville User Group",13
"Nashville UX","NashMicro - The Nashville Microcontroller Makers Group",8
"Nashville UX","Drink-n-Draw",1
"Nashville UX","Franklin Developer Lunch & Learn",7
"Nashville UX","Nashville Amazon Web Services User Group",3
"Nashville UX","Nashville Podcasters",1
"Nashville UX","Nashville Longevity Communities",1
"Nashville UX","¡Diablos Que Bailan! (Salsa Nashville)",1
"Nashville UX","NashJS",57
"Nashville UX","Nashville Music Programmers",5
"Nashville Psychic Meetup","Wellness Nashville",6
"Nashville Psychic Meetup","The Middle TN Alternative Health Meetup Group",10
"Nashville Psychic Meetup","WordPress Nashville",1
"Nashville Psychic Meetup","Nashville Shambhala Meditation Group",3
"Nashville Psychic Meetup","Eat Love Nash",2
"Nashville Psychic Meetup","Let's Talk Franklin Toastmasters Club",2
"Nashville Psychic Meetup","Spiritual Psychology and Consciousness Group",15
"Nashville Psychic Meetup","Free & Cheap Events",2
"Nashville Psychic Meetup","Nashville Mobile Developers",1
"Nashville Psychic Meetup","Nashville Game Developers",1
"Nashville Psychic Meetup","Design Thinking Nashville",1
"Nashville Psychic Meetup","The Nashville TENNISseans",1
"Nashville Psychic Meetup","WOMEN ""Word of Mouth Entrepreneurial Networkers""",1
"Nashville Psychic Meetup","Make Nashville Meetup",1
"Nashville Psychic Meetup","Hendersonville Hiking Meetup",1
"Nashville Psychic Meetup","Nashville Product Meetup",1
"Nashville Psychic Meetup","Oneness Nashville",4
"Nashville Psychic Meetup","Nashville Young Professionals Meetup",1
"Nashville Psychic Meetup","Stepping Out Social Dance Meetup",5
"Nashville Psychic Meetup","Franklin Reiki",1
"Nashville Psychic Meetup","Bellevue Business Networking Meetup",1
"Nashville Psychic Meetup","Greater Nashville Networking Group",2
"Nashville Psychic Meetup","Tennessee Real Estate Investors Meetup",1
"Nashville Psychic Meetup","The Joy of Dining Out with Friends Meetup",1
"Nashville Psychic Meetup","Nashville Tennis Meetup",1
"Nashville Psychic Meetup","Nashville Metaphysical, New Age, and Psychic Meetup",3
"Nashville Psychic Meetup","Nashville Pilgrimage Hiking & Walking Meetup Group",1
"Nashville Psychic Meetup","What the Pho!",1
"Nashville Psychic Meetup","Whole-Food Plant-Based Dieters",2
"Nashville Psychic Meetup","20&UP Tennis: Nashville",1
"Nashville Psychic Meetup","WomanSpeak, Nashville Circles",1
"Nashville Psychic Meetup","Goddess and the Moon Metaphysical Meetup",1
"Nashville Psychic Meetup","Agile Nashville User Group",1
"Nashville Psychic Meetup","Nashville Chess and Chat Meetup",1
"Nashville Psychic Meetup","CityWalks",1
"Nashville Psychic Meetup","Music City Young Professionals",1
"Nashville Psychic Meetup","¡Diablos Que Bailan! (Salsa Nashville)",3
"Nashville Psychic Meetup","Business Connections Networking Group",1
"Nashville Psychic Meetup","NashJS",1
"Nashville Psychic Meetup","Wellness, Abundance, Purpose",1
"Nashville KDrama Addicts","Bellevue Free Mandarin/Korean Lessons Meetup",3
"Mid-TN Scrapbooking Club","What the Pho!",1
"Mid-TN Scrapbooking Club","Nashville Entrepreneurs Network",1
"Mid-TN Scrapbooking Club","Franklin Books and Discussion Meetup",1
"Mid-TN Scrapbooking Club","Bellevue Business Networking Meetup",1
"Mid-TN Scrapbooking Club","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Mid-TN Scrapbooking Club","Nashville Quantum Energy Play Group",1
"Nashville Wakeboarding and surfing Meetup","Nashville Mobile Developers",1
"Nashville Wakeboarding and surfing Meetup","Stepping Out Social Dance Meetup",1
"Nashville Wakeboarding and surfing Meetup","Eat Love Nash",1
"The Nashville TENNISseans","Spiritual Psychology and Consciousness Group",1
"The Nashville TENNISseans","Nashville Pilgrimage Hiking & Walking Meetup Group",1
"The Nashville TENNISseans","What the Pho!",1
"The Nashville TENNISseans","20&UP Tennis: Nashville",1
"The Nashville TENNISseans","Beer and Bible Nashville",1
"The Nashville TENNISseans","Agile Nashville User Group",1
"The Nashville TENNISseans","Nashville Tennis Lessons",2
"The Nashville TENNISseans","Eat Love Nash",1
"The Nashville TENNISseans","The Joy of Dining Out with Friends Meetup",1
"The Nashville TENNISseans","Nashville Tennis Meetup",4
"Interfaith Scripture Study","What the Pho!",1
"Interfaith Scripture Study","Brentwood Happy Hour / Dining Out Meetup",1
"Interfaith Scripture Study","Stepping Out Social Dance Meetup",1
"Interfaith Scripture Study","The Joy of Dining Out with Friends Meetup",1
"Interfaith Scripture Study","B'nei Mikra Nashville (Torah Study)",1
"Interfaith Scripture Study","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Bellevue Free Mandarin/Korean Lessons Meetup","What the Pho!",2
"Bellevue Free Mandarin/Korean Lessons Meetup","Beer and Bible Nashville",1
"Bellevue Free Mandarin/Korean Lessons Meetup","The Nashville Chinese Language and Culture Meetup Group",2
"Bellevue Free Mandarin/Korean Lessons Meetup","Let's Talk Franklin Toastmasters Club",1
"Bellevue Free Mandarin/Korean Lessons Meetup","Eat Love Nash",2
"Bellevue Free Mandarin/Korean Lessons Meetup","WOMEN ""Word of Mouth Entrepreneurial Networkers""",1
"Bellevue Free Mandarin/Korean Lessons Meetup","Advanced Audio + Applications Exchange (A3E) - Nashville",1
"Bellevue Free Mandarin/Korean Lessons Meetup","Nashville Free Guitar Lesson Meetup",1
"Nashville Flag Football","Nashville PowerShell User Group (NashPUG)",1
"Nashville Flag Football","Business Connections Networking Group",1
"Nashville Flag Football","NashJS",1
"Nashville Flag Football","Tennessee Real Estate Investors Meetup",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","New Investors & Real Estate Investors of Williamson County",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","WordPress Nashville",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Eat Love Nash",4
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Let's Talk Franklin Toastmasters Club",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Paddle Adventures Unlimited",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Women's  Business Network",23
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Amazon Sellers",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Mobile Developers",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Oneness Nashville",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Young Professionals Meetup",4
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Stepping Out Social Dance Meetup",6
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Bellevue Business Networking Meetup",4
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Greater Nashville Networking Group",6
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Tennessee Real Estate Investors Meetup",3
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Business Girls Rock! Nashville Entrepreneurship Meetup",5
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Events of the Camera Club Council of Tennessee",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Bloggers",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","The Joy of Dining Out with Friends Meetup",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Classic and Contemporary Fiction Group (for women)",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","PyNash",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","What the Pho!",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Entrepreneurs Network",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Women of Purpose and Power",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Ladies Volunteering and Having Fun",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Donelson Networking Group",2
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Beer and Bible Nashville",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","The Nashville/Brentwood Cigar Aficionado's Meetup",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Ambitious Women",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Franklin Developer Lunch & Learn",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Music City Jazz Fans",2
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Nashville Podcasters",2
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Advanced Audio + Applications Exchange (A3E) - Nashville",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Music City Young Professionals",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Business Connections Networking Group",4
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","¡Diablos Que Bailan! (Salsa Nashville)",1
"WOMEN ""Word of Mouth Entrepreneurial Networkers""","Movie Lovers:  New, Classic, and Foreign Films Meetup",2
"Franklin Social Networking Meetup","Williamson County Democratic Party Events",1
"Franklin Social Networking Meetup","Stepping Out Social Dance Meetup",2
"Franklin Social Networking Meetup","The Joy of Dining Out with Friends Meetup",1
"Franklin Social Networking Meetup","Greater Nashville Democrats 30+ Social Network",1
"Franklin Social Networking Meetup","Nashville Spirituality Meetup",1
"Franklin Social Networking Meetup","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Franklin Social Networking Meetup","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"A Course in Miracles Study Group, Nashville","Nashville Shambhala Meditation Group",1
"A Course in Miracles Study Group, Nashville","Intellectual Society of Greater Nashville",1
"Make Nashville Meetup","WordPress Nashville",2
"Make Nashville Meetup","Savvy Coders - Nashville",1
"Make Nashville Meetup","Eat Love Nash",2
"Make Nashville Meetup","Nashville .NET User Group",2
"Make Nashville Meetup","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Make Nashville Meetup","Nashville Software Automation Professionals",1
"Make Nashville Meetup","Intellectual Society of Greater Nashville",1
"Make Nashville Meetup","Paddle Adventures Unlimited",2
"Make Nashville Meetup","Free & Cheap Events",2
"Make Nashville Meetup","Nash |> Elixir",1
"Make Nashville Meetup","Nashville Mobile Developers",3
"Make Nashville Meetup","Nashville Game Developers",1
"Make Nashville Meetup","Sahaja Yoga Meditation - Nashville",1
"Make Nashville Meetup","Nashville Product Meetup",3
"Make Nashville Meetup","Serial Tanks Meetup",1
"Make Nashville Meetup","Stepping Out Social Dance Meetup",2
"Make Nashville Meetup","Tennessee Americans United for Separation of Church & State",1
"Make Nashville Meetup","Nashville Docker Meetup",1
"Make Nashville Meetup","Nashville Mobile .NET Developers",1
"Make Nashville Meetup","Nashville API Developers",1
"Make Nashville Meetup","PyNash",3
"Make Nashville Meetup","Nashville Java Users' Group",1
"Make Nashville Meetup","What the Pho!",2
"Make Nashville Meetup","Code for Nashville",9
"Make Nashville Meetup","All Things Angular",1
"Make Nashville Meetup","Agile Nashville User Group",2
"Make Nashville Meetup","NashMicro - The Nashville Microcontroller Makers Group",9
"Make Nashville Meetup","Franklin Developer Lunch & Learn",1
"Make Nashville Meetup","Music City Jazz Fans",2
"Make Nashville Meetup","Nashville Amazon Web Services User Group",1
"Make Nashville Meetup","¡Diablos Que Bailan! (Salsa Nashville)",1
"Make Nashville Meetup","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Make Nashville Meetup","NashJS",3
"Make Nashville Meetup","Nashville Music Programmers",1
"Sahaja Yoga Meditation - Nashville","Code for Nashville",1
"Sahaja Yoga Meditation - Nashville","PyNash",1
"Sahaja Yoga Meditation - Nashville","NashJS",1
"Sahaja Yoga Meditation - Nashville","Savvy Coders - Nashville",1
"Hendersonville Hiking Meetup","¡Diablos Que Bailan! (Salsa Nashville)",1
"Hendersonville Hiking Meetup","Stepping Out Social Dance Meetup",1
"Nashville Product Meetup","WordPress Nashville",7
"Nashville Product Meetup","Savvy Coders - Nashville",1
"Nashville Product Meetup","Let's Talk Franklin Toastmasters Club",2
"Nashville Product Meetup","Eat Love Nash",1
"Nashville Product Meetup","Enneagram Nashville",1
"Nashville Product Meetup","Nashville .NET User Group",9
"Nashville Product Meetup","Nashville Software Automation Professionals",1
"Nashville Product Meetup","Intellectual Society of Greater Nashville",1
"Nashville Product Meetup","Paddle Adventures Unlimited",1
"Nashville Product Meetup","R-Ladies Nashville",1
"Nashville Product Meetup","Nash |> Elixir",4
"Nashville Product Meetup","Nashville Mobile Developers",10
"Nashville Product Meetup","Design Thinking Nashville",24
"Nashville Product Meetup","Nashville Machine Learning Meetup",2
"Nashville Product Meetup","Nashville Game Developers",4
"Nashville Product Meetup","Serial Tanks Meetup",1
"Nashville Product Meetup","Nashville Young Professionals Meetup",1
"Nashville Product Meetup","Stepping Out Social Dance Meetup",1
"Nashville Product Meetup","Tennessee Americans United for Separation of Church & State",1
"Nashville Product Meetup","Bellevue Business Networking Meetup",1
"Nashville Product Meetup","Greater Nashville Networking Group",1
"Nashville Product Meetup","Nashville Network After Work - Business Networking Events",1
"Nashville Product Meetup","Nashville Music-Technology Group",1
"Nashville Product Meetup","Business Girls Rock! Nashville Entrepreneurship Meetup",1
"Nashville Product Meetup","Nashville Docker Meetup",3
"Nashville Product Meetup","Nashville Mobile .NET Developers",4
"Nashville Product Meetup","Nashville Bloggers",3
"Nashville Product Meetup","Nashville API Developers",4
"Nashville Product Meetup","PyNash",5
"Nashville Product Meetup","Nashville Tennis Meetup",1
"Nashville Product Meetup","Nashville Java Users' Group",3
"Nashville Product Meetup","What the Pho!",1
"Nashville Product Meetup","Code for Nashville",13
"Nashville Product Meetup","Nashville Faith & Skepticism Meetup",1
"Nashville Product Meetup","Nashville Entrepreneurs Network",1
"Nashville Product Meetup","All Things Angular",2
"Nashville Product Meetup","Ethereum Nashville",1
"Nashville Product Meetup","Agile Nashville User Group",19
"Nashville Product Meetup","NashMicro - The Nashville Microcontroller Makers Group",4
"Nashville Product Meetup","Franklin Developer Lunch & Learn",6
"Nashville Product Meetup","Nashville Amazon Web Services User Group",2
"Nashville Product Meetup","Nashville Podcasters",3
"Nashville Product Meetup","NashJS",17
"Nashville Product Meetup","Nashville Music Programmers",3
"Nashville Preds NHL","Nashville Ladies Volunteering and Having Fun",1
"Nashville Preds NHL","Music City Young Professionals",1
"Serial Tanks Meetup","Bellevue Business Networking Meetup",2
"Serial Tanks Meetup","WordPress Nashville",2
"Serial Tanks Meetup","Greater Nashville Networking Group",1
"Serial Tanks Meetup","Eat Love Nash",2
"Serial Tanks Meetup","Let's Talk Franklin Toastmasters Club",1
"Serial Tanks Meetup","Tennessee Real Estate Investors Meetup",1
"Serial Tanks Meetup","Nashville Parents of Children with Dyslexia Support Group",1
"Serial Tanks Meetup","Nashville Docker Meetup",1
"Serial Tanks Meetup","Nashville Bloggers",1
"Serial Tanks Meetup","Intellectual Society of Greater Nashville",1
"Serial Tanks Meetup","Paddle Adventures Unlimited",1
"Serial Tanks Meetup","Nashville Java Users' Group",1
"Serial Tanks Meetup","What the Pho!",1
"Serial Tanks Meetup","Code for Nashville",2
"Serial Tanks Meetup","Franklin Small Business Digital Media Marketing Meetup",1
"Serial Tanks Meetup","Women's  Business Network",1
"Serial Tanks Meetup","Agile Nashville User Group",1
"Serial Tanks Meetup","NashMicro - The Nashville Microcontroller Makers Group",1
"Serial Tanks Meetup","Nashville Amazon Sellers",1
"Serial Tanks Meetup","Nashville Mobile Developers",1
"Serial Tanks Meetup","Franklin Developer Lunch & Learn",1
"Serial Tanks Meetup","Nashville Amazon Web Services User Group",1
"Serial Tanks Meetup","Couples New 2 Nashville & Know (almost) NoOne.  Ages 40 & Up",1
"Serial Tanks Meetup","Business Connections Networking Group",1
"Serial Tanks Meetup","¡Diablos Que Bailan! (Salsa Nashville)",1
"Nashville Cohousing Group","Transition Nashville",1
"Nashville Young Professionals Meetup","Nashville Shambhala Meditation Group",1
"Nashville Young Professionals Meetup","Eat Love Nash",15
"Nashville Young Professionals Meetup","Let's Talk Franklin Toastmasters Club",1
"Nashville Young Professionals Meetup","Nashville .NET User Group",1
"Nashville Young Professionals Meetup","Fun Happenings Social Group-Nashvilles Most Fun Social Group",4
"Nashville Young Professionals Meetup","Paddle Adventures Unlimited",1
"Nashville Young Professionals Meetup","Women's  Business Network",1
"Nashville Young Professionals Meetup","Free & Cheap Events",2
"Nashville Young Professionals Meetup","TwitchNashville",1
"Nashville Young Professionals Meetup","Nashville Mobile Developers",1
"Nashville Young Professionals Meetup","Stepping Out Social Dance Meetup",1
"Nashville Young Professionals Meetup","GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts",1
"Nashville Young Professionals Meetup","Bellevue Business Networking Meetup",3
"Nashville Young Professionals Meetup","Women's Bible Study",1
"Nashville Young Professionals Meetup","Greater Nashville Networking Group",9
"Nashville Young Professionals Meetup","Tennessee Real Estate Investors Meetup",1
"Nashville Young Professionals Meetup","Nashville Network After Work - Business Networking Events",6
"Nashville Young Professionals Meetup","Never Bored in Nashville",2
"Nashville Young Professionals Meetup","Nashville Classic and Contemporary Fiction Group (for women)",1
"Nashville Young Professionals Meetup","Women of Power (WOP)",1
"Nashville Young Professionals Meetup","Nashville Tennis Meetup",1
"Nashville Young Professionals Meetup","What the Pho!",2
"Nashville Young Professionals Meetup","Brentwood Happy Hour / Dining Out Meetup",1
"Nashville Young Professionals Meetup","Nashville Entrepreneurs Network",3
"Nashville Young Professionals Meetup","20&UP Tennis: Nashville",2
"Nashville Young Professionals Meetup","Nashville Ladies Volunteering and Having Fun",1
"Nashville Young Professionals Meetup","Donelson Networking Group",1
"Nashville Young Professionals Meetup","Franklin Developer Lunch & Learn",1
"Nashville Young Professionals Meetup","Board Game Lovers Meetup",2
"Nashville Young Professionals Meetup","Music City Young Professionals",10
"Nashville Young Professionals Meetup","¡Diablos Que Bailan! (Salsa Nashville)",3
"Nashville Young Professionals Meetup","Nashville's New Business Owners",1
"Nashville Young Professionals Meetup","Business Connections Networking Group",2
"Nashville Young Professionals Meetup","Nashville Purely Social and Super-Awesome Social Group",3
"Nashville Young Professionals Meetup","NashJS",1
"Franklin Reiki","Spiritual Psychology and Consciousness Group",2
"Franklin Reiki","Wellness Nashville",2
"Franklin Reiki","The Middle TN Alternative Health Meetup Group",2
"Franklin Reiki","Goddess and the Moon Metaphysical Meetup",1
"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts","WordPress Nashville",1
"GrowNashville: Startup Entrepreneurs, Hackers, & Web Experts","Music City Jazz Fans",1
"Tennessee Americans United for Separation of Church & State","Bellevue Business Networking Meetup",2
"Tennessee Americans United for Separation of Church & State","Nashville Mobile .NET Developers",1
"Tennessee Americans United for Separation of Church & State","The Joy of Dining Out with Friends Meetup",1
"Tennessee Americans United for Separation of Church & State","Nashville .NET User Group",1
"Tennessee Americans United for Separation of Church & State","Intellectual Society of Greater Nashville",1
"Tennessee Americans United for Separation of Church & State","Big East Fork Hiking & Breakfast Club",1
"Tennessee Americans United for Separation of Church & State","What the Pho!",1
"Tennessee Americans United for Separation of Church & State","Code for Nashville",1
"Tennessee Americans United for Separation of Church & State","Williamson County Democratic Party Events",1
"Tennessee Americans United for Separation of Church & State","Women's  Business Network",1
"Tennessee Americans United for Separation of Church & State","NashMicro - The Nashville Microcontroller Makers Group",1
"Tennessee Americans United for Separation of Church & State","Agile Nashville User Group",1
"Tennessee Americans United for Separation of Church & State","Nashville Mobile Developers",1
"Tennessee Americans United for Separation of Church & State","Nashville Game Developers",1
"Tennessee Americans United for Separation of Church & State","Movie Lovers:  New, Classic, and Foreign Films Meetup",1
"Tennessee Americans United for Separation of Church & State","Nashville Music Programmers",1
"Bellevue Business Networking Meetup","Nashville Shambhala Meditation Group",1
"Bellevue Business Networking Meetup","Let's Talk Franklin Toastmasters Club",1
"Bellevue Business Networking Meetup","Women's  Business Network",1
"Bellevue Business Networking Meetup","Nashville Mobile Developers",1
"Bellevue Business Networking Meetup","Design Thinking Nashville",1
"Bellevue Business Networking Meetup","Oneness Nashville",1
"Bellevue Business Networking Meetup","Greater Nashville Networking Group",4
"Bellevue Business Networking Meetup","Tennessee Real Estate Investors Meetup",2
"Bellevue Business Networking Meetup","Nashville Network After Work - Business Networking Events",1
"Bellevue Business Networking Meetup","Business Girls Rock! Nashville Entrepreneurship Meetup",1
"Bellevue Business Networking Meetup","The Joy of Dining Out with Friends Meetup",1
"Bellevue Business Networking Meetup","Bellevue Business Buzz Networking  Group",1
"Bellevue Business Networking Meetup","What the Pho!",1
"Bellevue Business Networking Meetup","Board Game Lovers Meetup",1
"Bellevue Business Networking Meetup","Music City Young Professionals",1
"Bellevue Business Networking Meetup","Business Connections Networking Group",3
"Bellevue Business Networking Meetup","Narrowcasting Your Passion",1
"Nashville: CryptoCurrency University","Ethereum Nashville",2
"Real Estate and Coffee in Smyrna","Greater Nashville Networking Group",1
"Nashville Tennis Lessons","Nashville Tennis Meetup",2
"Never Bored in Nashville","Nashville Entrepreneurs Network",1
"Never Bored in Nashville","Nashville Ladies Volunteering and Having Fun",1
"Never Bored in Nashville","Nashville English Language Learning Meetup",1
"Never Bored in Nashville","Eat Love Nash",2
"Never Bored in Nashville","Nashville Mobile .NET Developers",1
"Never Bored in Nashville","Music City Young Professionals",2
"Never Bored in Nashville","Nashville Purely Social and Super-Awesome Social Group",1
"Miniatures @ GAME CAVE 2 Hendersonville","Middle Tennessee WarGamers",2
"Events of the Camera Club Council of Tennessee","What the Pho!",1
"Events of the Camera Club Council of Tennessee","Stepping Out Social Dance Meetup",1
"Events of the Camera Club Council of Tennessee","Agile Nashville User Group",1
"Events of the Camera Club Council of Tennessee","Middle Tennessee Photography Buddies",1
"The Warner Trail Runners","What the Pho!",1
"The Warner Trail Runners","The Joy of Dining Out with Friends Meetup",1
"The Warner Trail Runners","Eat Love Nash",1
"Nashville Bloggers","WordPress Nashville",3
"Nashville Bloggers","Let's Talk Franklin Toastmasters Club",1
"Nashville Bloggers","Tennessee Real Estate Investors Meetup",1
"Nashville Bloggers","Code for Nashville",2
"Nashville Bloggers","Franklin Small Business Digital Media Marketing Meetup",1
"Nashville Bloggers","Drink-n-Draw",1
"Nashville Bloggers","GEEK by AKEIN Engineering",1
"Nashville Bloggers","Nashville Amazon Sellers",1
"Nashville Bloggers","Nashville Game Developers",1
"Nashville Bloggers","Franklin Developer Lunch & Learn",1
"Nashville Bloggers","Nashville Podcasters",8
"Nashville Bloggers","NashJS",1
"Music Row Professional Group","Greater Nashville Networking Group",1
"Music Row Professional Group","Business Connections Networking Group",3
"Music Row Professional Group","Nashville Network After Work - Business Networking Events",1
"PyNash","WordPress Nashville",1
"PyNash","Savvy Coders - Nashville",2
"PyNash","Eat Love Nash",3
"PyNash","Let's Talk Franklin Toastmasters Club",2
"PyNash","Nashville .NET User Group",25
"PyNash","Nashville Software Automation Professionals",2
"PyNash","Intellectual Society of Greater Nashville",1
"PyNash","Paddle Adventures Unlimited",1
"PyNash","Nashville Artificial Intelligence Society",2
"PyNash","R-Ladies Nashville",2
"PyNash","ONA Nashville",1
"PyNash","Nashville English Language Learning Meetup",1
"PyNash","Nash |> Elixir",11
"PyNash","Transition Nashville",1
"PyNash","Nashville Mobile Developers",22
"PyNash","Nashville Game Developers",5
"PyNash","Nashville Machine Learning Meetup",11
"PyNash","Design Thinking Nashville",4
"PyNash","Nashville Vipassana Meditation Meetup",1
"PyNash","Stepping Out Social Dance Meetup",3
"PyNash","Nashville Music-Technology Group",1
"PyNash","Nashville Docker Meetup",3
"PyNash","Nashville Mobile .NET Developers",4
"PyNash","Nashville API Developers",8
"PyNash","Nashville Tennis Meetup",1
"PyNash","Nashville Java Users' Group",5
"PyNash","What the Pho!",1
"PyNash","Code for Nashville",44
"PyNash","Williamson County Democratic Party Events",1
"PyNash","All Things Angular",17
"PyNash","Ethereum Nashville",2
"PyNash","Beer and Bible Nashville",1
"PyNash","NashMicro - The Nashville Microcontroller Makers Group",14
"PyNash","Agile Nashville User Group",11
"PyNash","Franklin Developer Lunch & Learn",12
"PyNash","Nashville Amazon Web Services User Group",7
"PyNash","¡Diablos Que Bailan! (Salsa Nashville)",1
"PyNash","Nashville Purely Social and Super-Awesome Social Group",1
"PyNash","NashJS",65
"PyNash","The Greater Nashville RPG and Board Gamers Group",2
"PyNash","Nashville Music Programmers",9
"Startup Nashville","Nashville Tennis Meetup",1
"Middle Tennessee Photography Buddies","CityWalks",1
"The Bridge Club Runway and Photos","Women's  Business Network",1
"Nashville Metaphysical, New Age, and Psychic Meetup","Spiritual Psychology and Consciousness Group",3
"Nashville Metaphysical, New Age, and Psychic Meetup","Wellness Nashville",1
"Nashville Metaphysical, New Age, and Psychic Meetup","The Middle TN Alternative Health Meetup Group",1
"Nashville Metaphysical, New Age, and Psychic Meetup","Nashville Spirituality Meetup",1
"Nashville Metaphysical, New Age, and Psychic Meetup","Oneness Nashville",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Middle Tennessee Hiking Meetup",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Let's Talk Franklin Toastmasters Club",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Eat Love Nash",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","The Joy of Dining Out with Friends Meetup",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Nashville Tennis Meetup",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Paddle Adventures Unlimited",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Spiritual Psychology and Consciousness Group",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","What the Pho!",2
"Nashville Pilgrimage Hiking & Walking Meetup Group","20&UP Tennis: Nashville",1
"Nashville Pilgrimage Hiking & Walking Meetup Group","Agile Nashville User Group",1
"Nashville Java Users' Group","The Middle TN Alternative Health Meetup Group",1
"Nashville Java Users' Group","WordPress Nashville",2
"Nashville Java Users' Group","Let's Talk Franklin Toastmasters Club",1
"Nashville Java Users' Group","Nashville Docker Meetup",2
"Nashville Java Users' Group","Nashville Kubernetes Meetup",2
"Nashville Java Users' Group","Nashville Mobile .NET Developers",2
"Nashville Java Users' Group","Nashville API Developers",5
"Nashville Java Users' Group","Nashville .NET User Group",9
"Nashville Java Users' Group","Fun Happenings Social Group-Nashvilles Most Fun Social Group",1
"Nashville Java Users' Group","Nashville Software Automation Professionals",2
"Nashville Java Users' Group","Intellectual Society of Greater Nashville",1
"Nashville Java Users' Group","Paddle Adventures Unlimited",1
"Nashville Java Users' Group","What the Pho!",1
